0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.001971 0.003935 0.005883 0.007808 0.009702 0.011557 0.013367 0.015125 0.016822 0.018454 0.020012 0.021492 0.022886 0.024190 0.025399 0.026508 0.027512 0.028407 0.029191 0.029859 0.030409 0.030839 0.031148 0.031333 0.031395 0.031333 0.031148 0.030839 0.030409 0.029859 0.029191 0.028407 0.027512 0.026508 0.025399 0.024190 0.022886 0.021492 0.020012 0.018454 0.016822 0.015125 0.013367 0.011557 0.009702 0.007808 0.005883 0.003935 0.001971 0.000000
0.000000 0.003935 0.007854 0.011743 0.015585 0.019365 0.023069 0.026682 0.030190 0.033578 0.036835 0.039945 0.042898 0.045682 0.048285 0.050698 0.052911 0.054915 0.056702 0.058266 0.059599 0.060698 0.061557 0.062172 0.062543 0.062667 0.062543 0.062172 0.061557 0.060698 0.059599 0.058266 0.056702 0.054915 0.052911 0.050698 0.048285 0.045682 0.042898 0.039945 0.036835 0.033578 0.030190 0.026682 0.023069 0.019365 0.015585 0.011743 0.007854 0.003935 0.000000
0.000000 0.005883 0.011743 0.017556 0.023300 0.028952 0.034490 0.039892 0.045136 0.050202 0.055070 0.059721 0.064136 0.068298 0.072190 0.075797 0.079106 0.082102 0.084774 0.087111 0.089105 0.090747 0.092031 0.092952 0.093506 0.093691 0.093506 0.092952 0.092031 0.090747 0.089105 0.087111 0.084774 0.082102 0.079106 0.075797 0.072190 0.068298 0.064136 0.059721 0.055070 0.050202 0.045136 0.039892 0.034490 0.028952 0.023300 0.017556 0.011743 0.005883 0.000000
0.000000 0.007808 0.015585 0.023300 0.030923 0.038425 0.045774 0.052944 0.059904 0.066627 0.073088 0.079260 0.085120 0.090644 0.095809 0.100597 0.104988 0.108964 0.112511 0.115613 0.118259 0.120438 0.122142 0.123364 0.124100 0.124345 0.124100 0.123364 0.122142 0.120438 0.118259 0.115613 0.112511 0.108964 0.104988 0.100597 0.095809 0.090644 0.085120 0.079260 0.073088 0.066627 0.059904 0.052944 0.045774 0.038425 0.030923 0.023300 0.015585 0.007808 0.000000
0.000000 0.009702 0.019365 0.028952 0.038425 0.047746 0.056878 0.065787 0.074435 0.082790 0.090818 0.098487 0.105768 0.112632 0.119051 0.125000 0.130456 0.135397 0.139803 0.143658 0.146946 0.149654 0.151772 0.153290 0.154204 0.154508 0.154204 0.153290 0.151772 0.149654 0.146946 0.143658 0.139803 0.135397 0.130456 0.125000 0.119051 0.112632 0.105768 0.098487 0.090818 0.082790 0.074435 0.065787 0.056878 0.047746 0.038425 0.028952 0.019365 0.009702 0.000000
0.000000 0.011557 0.023069 0.034490 0.045774 0.056878 0.067758 0.078370 0.088673 0.098625 0.108189 0.117326 0.125999 0.134176 0.141822 0.148910 0.155409 0.161295 0.166545 0.171137 0.175054 0.178280 0.180802 0.182611 0.183699 0.184062 0.183699 0.182611 0.180802 0.178280 0.175054 0.171137 0.166545 0.161295 0.155409 0.148910 0.141822 0.134176 0.125999 0.117326 0.108189 0.098625 0.088673 0.078370 0.067758 0.056878 0.045774 0.034490 0.023069 0.011557 0.000000
0.000000 0.013367 0.026682 0.039892 0.052944 0.065787 0.078370 0.090644 0.102560 0.114072 0.125133 0.135701 0.145733 0.155190 0.164034 0.172231 0.179749 0.186557 0.192628 0.197940 0.202470 0.206201 0.209119 0.211211 0.212470 0.212890 0.212470 0.211211 0.209119 0.206201 0.202470 0.197940 0.192628 0.186557 0.179749 0.172231 0.164034 0.155190 0.145733 0.135701 0.125133 0.114072 0.102560 0.090644 0.078370 0.065787 0.052944 0.039892 0.026682 0.013367 0.000000
0.000000 0.015125 0.030190 0.045136 0.059904 0.074435 0.088673 0.102560 0.116043 0.129068 0.141584 0.153541 0.164892 0.175592 0.185599 0.194873 0.203379 0.211082 0.217952 0.223962 0.229087 0.233309 0.236610 0.238977 0.240402 0.240877 0.240402 0.238977 0.236610 0.233309 0.229087 0.223962 0.217952 0.211082 0.203379 0.194873 0.185599 0.175592 0.164892 0.153541 0.141584 0.129068 0.116043 0.102560 0.088673 0.074435 0.059904 0.045136 0.030190 0.015125 0.000000
0.000000 0.016822 0.033578 0.050202 0.066627 0.082790 0.098625 0.114072 0.129068 0.143555 0.157476 0.170774 0.183399 0.195300 0.206431 0.216746 0.226207 0.234774 0.242415 0.249100 0.254801 0.259496 0.263168 0.265801 0.267385 0.267913 0.267385 0.265801 0.263168 0.259496 0.254801 0.249100 0.242415 0.234774 0.226207 0.216746 0.206431 0.195300 0.183399 0.170774 0.157476 0.143555 0.129068 0.114072 0.098625 0.082790 0.066627 0.050202 0.033578 0.016822 0.000000
