0.043227271	0.084565303	0.122207426	0.154508497	0.180056806	0.197735768	0.206772729	0.206772729	0.197735768	0.180056806	0.154508497	0.122207426	0.084565303	0.043227271	1.17804E-16
0.084565303	0.165434697	0.2390738	0.302264232	0.352244266	0.386829535	0.404508497	0.404508497	0.386829535	0.352244266	0.302264232	0.2390738	0.165434697	0.084565303	2.30459E-16
0.122207426	0.2390738	9999	9999	9999	0.559016994	0.584565303	0.584565303	0.559016994	0.50903696	0.436809569	0.345491503	0.2390738	0.122207426	3.33042E-16
0.154508497	0.302264232	9999	9999	9999	0.706772729	0.7390738	0.7390738	0.706772729	0.643582298	0.552264232	0.436809569	0.302264232	0.154508497	4.21069E-16
0.180056806	0.352244266	9999	9999	9999	0.823639104	0.861281226	0.861281226	0.823639104	0.75	0.643582298	0.50903696	0.352244266	0.180056806	4.90694E-16
0.197735768	0.386829535	9999	9999	9999	0.904508497	0.945846529	0.945846529	0.904508497	0.823639104	0.706772729	0.559016994	0.386829535	0.197735768	5.38872E-16
0.206772729	0.404508497	0.584565303	0.7390738	0.861281226	0.945846529	0.9890738	0.9890738	0.945846529	0.861281226	0.7390738	0.584565303	0.404508497	0.206772729	5.635E-16
0.206772729	0.404508497	0.584565303	0.7390738	0.861281226	0.945846529	0.9890738	0.9890738	9999	9999	0.7390738	0.584565303	0.404508497	0.206772729	5.635E-16
0.197735768	0.386829535	0.559016994	0.706772729	0.823639104	0.904508497	0.945846529	0.945846529	9999	9999	0.706772729	0.559016994	0.386829535	0.197735768	5.38872E-16
0.180056806	0.352244266	0.50903696	0.643582298	0.75	0.823639104	0.861281226	0.861281226	9999	9999	0.643582298	0.50903696	0.352244266	0.180056806	4.90694E-16
0.154508497	0.302264232	0.436809569	0.552264232	0.643582298	0.706772729	0.7390738	0.7390738	0.706772729	0.643582298	0.552264232	0.436809569	0.302264232	0.154508497	4.21069E-16
0.122207426	0.2390738	0.345491503	0.436809569	0.50903696	0.559016994	0.584565303	0.584565303	0.559016994	0.50903696	0.436809569	0.345491503	0.2390738	0.122207426	3.33042E-16
0.084565303	0.165434697	0.2390738	0.302264232	0.352244266	0.386829535	0.404508497	0.404508497	0.386829535	0.352244266	0.302264232	0.2390738	0.165434697	0.084565303	2.30459E-16
0.043227271	0.084565303	0.122207426	0.154508497	0.180056806	0.197735768	0.206772729	0.206772729	0.197735768	0.180056806	0.154508497	0.122207426	0.084565303	0.043227271	1.17804E-16
1.17804E-16	2.30459E-16	3.33042E-16	4.21069E-16	4.90694E-16	5.38872E-16	5.635E-16	5.635E-16	5.38872E-16	4.90694E-16	4.21069E-16	3.33042E-16	2.30459E-16	1.17804E-16	3.2104E-31
